Salary,Position,Age,GP,GS,MP,FG,3P,2P,FT,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,VORP
16372093,PF,33,65,65,28.1,4.2,1.7,2.5,1.0,4.0,1.8,0.6,0.3,0.9,2.1,11.2,10.5,0.534,0.479,0.135,1.8,13.9,7.9,8.9,1.1,1.0,7.6,17.6,0.4,1.6,2.0,0.0
15558035,SG,26,81,27,25.8,4.6,2.9,1.7,0.6,3.5,1.5,0.8,0.1,1.1,1.3,12.7,10.9,0.531,0.702,0.069,1.8,12.5,7.3,8.4,1.5,0.4,8.5,21.1,-0.2,1.6,1.4,0.0
15277778,SF,23,74,73,30.7,4.6,1.8,2.8,2.7,4.6,2.1,1.0,0.3,1.2,3.3,13.7,11.3,0.513,0.468,0.297,5.9,10.4,8.1,9.2,1.6,0.9,8.5,19.8,0.9,2.1,2.9,-0.6
15059712,SG,32,56,2,17.7,2.5,1.2,1.3,0.7,2.4,2.0,0.5,0.2,0.9,1.0,6.8,10.0,0.493,0.495,0.129,1.7,13.5,7.7,15.4,1.4,1.1,11.1,18.9,-0.4,0.8,0.4,-0.2
15000000,PG,26,80,22,24.3,3.9,1.5,2.4,1.0,2.5,5.2,1.0,0.1,0.9,0.4,10.3,16.0,0.546,0.459,0.141,1.5,9.4,5.5,28.8,2.0,0.3,8.9,17.7,3.4,2.3,5.7,1.7
14520730,PG,34,27,0,12.5,2.3,0.7,1.6,0.4,1.5,1.7,0.3,0.2,0.8,0.7,5.6,10.1,0.463,0.396,0.075,2.6,10.4,6.5,19.9,1.0,1.4,11.8,23.6,-0.3,0.3,0.0,-0.1
14508929,SG,24,75,75,29.4,5.6,2.7,2.9,1.3,3.3,2.9,1.1,0.3,1.3,2.4,15.2,15.2,0.617,0.589,0.151,2.2,10.8,6.5,14.1,1.7,1.0,9.5,19.9,3.3,1.7,4.9,1.7
14317459,C,27,67,17,25.9,5.9,1.6,4.3,3.2,7.3,1.8,0.4,1.1,1.8,2.5,16.6,20.6,0.624,0.363,0.365,5.8,27.4,16.4,11.7,0.9,3.7,11.9,26.4,2.7,2.1,4.8,1.6
14004703,SG,29,76,76,31.3,3.8,1.8,2.1,1.4,2.7,2.4,1.5,0.5,1.1,1.9,10.8,11.5,0.598,0.505,0.198,1.7,8.1,5.0,9.8,2.3,1.3,11.1,14.1,2.0,2.5,4.5,0.6
13906976,C,34,78,78,30.4,6.1,1.7,4.4,1.9,6.7,1.3,0.5,1.1,1.4,2.6,15.9,18.4,0.63,0.405,0.211,7.2,15.3,11.4,6.1,0.7,4.824999999999999,9.8,19.3,4.1,3.9,8.0,2.1500000000000004
13801614,SG,34,67,67,27.1,2.1,1.2,1.0,0.7,3.7,2.9,0.9,0.6,0.9,2.8,6.2,8.9,0.534,0.664,0.181,2.7,12.0,7.5,13.3,1.7,2.0,13.4,10.6,0.8,2.1,3.0,0.3
13750000,SF,31,64,0,20.5,3.7,1.9,1.8,0.8,2.2,1.4,0.2,0.1,0.9,1.8,10.2,11.2,0.59,0.57,0.134,1.9,9.9,5.8,9.8,0.5,0.4,9.5,19.2,1.0,0.0,1.0,-0.4
13745455,SG,26,59,14,22.3,3.2,2.3,0.9,0.6,2.7,1.5,0.5,0.1,0.8,1.4,9.3,13.0,0.684,0.704,0.102,1.2,11.8,6.6,9.4,1.2,0.3,10.3,14.5,2.2,1.2,3.4,0.8
13534817,PF,22,29,29,33.0,8.35,0.2,6.8999999999999995,3.8750000000000004,7.0,4.6,1.1,0.6,3.0,2.2,23.099999999999998,25.2,0.652,0.041,0.529,6.9,17.0,12.0,24.4,1.6,1.6,14.6,30.4,2.3,1.2,3.6,1.9
13340000,SG,30,61,61,32.6,7.5,2.5,5.0,3.3,4.0,4.4,0.5,0.2,3.0,2.0,20.8,14.7,0.558,0.445,0.238,4.0,9.3,6.7,20.9,0.8,0.6,14.0,27.8,0.9,0.8,1.7,0.3
13000000,SG,28,48,42,24.7,2.9,2.0,0.9,0.6,2.0,1.2,0.9,0.3,0.6,1.9,8.3,10.5,0.62,0.71,0.098,2.0,7.4,4.7,6.9,1.8,1.0,8.0,12.6,1.3,1.1,2.3,0.4
13000000,PF,27,64,64,35.0,8.0,2.5,5.5,2.7,7.2,3.7,0.6,0.5,3.0,2.3,21.2,14.3,0.544,0.421,0.208,2.8,19.5,11.5,16.5,0.8,1.1,13.2,27.9,-1.0,1.9,0.9,0.2
12960000,SF,27,76,52,32.3,3.6,0.8,2.8,1.7,7.8,3.8,1.2,0.3,1.5,2.6,9.8,14.1,0.622,0.315,0.338,6.5,21.0,13.7,16.1,1.8,0.8,16.4,12.6,3.8,2.2,6.0,1.8
12939848,PF,29,66,66,30.4,3.0,1.7,1.2,0.7,4.8,1.5,0.8,0.5,0.9,2.2,8.3,9.2,0.523,0.675,0.118,6.5,11.5,9.0,6.7,1.4,1.6,10.5,13.2,0.6,1.6,2.1,0.0
12804878,C,31,68,68,28.6,4.1,1.4,2.7,2.9,6.2,3.7,0.9,0.5,2.5,3.4,12.5,14.4,0.643,0.424,0.417,4.6,18.6,11.7,17.6,1.5,1.6,20.3,17.8,2.4,1.9,4.3,1.2
12690000,PF,30,76,0,20.0,3.4,0.8,2.6,1.7,5.5,0.4,0.6,0.8,0.5,1.9,9.4,18.0,0.59,0.357,0.318,10.9,21.2,15.7,2.7,1.5,4.1,6.4,18.0,3.0,2.0,5.0,0.7
12307692,PF,32,48,0,16.2,2.1,1.1,1.0,0.6,3.5,1.2,0.8,0.7,0.7,1.8,6.0,14.2,0.584,0.594,0.175,4.5,19.2,11.9,10.2,2.4,3.7,11.5,15.6,0.7,1.2,1.9,0.7
12196094,SG,29,65,10,23.5,3.7,1.6,2.0,1.1,2.7,2.7,1.1,0.3,1.3,1.8,10.1,12.3,0.555,0.529,0.146,2.9,9.9,6.3,15.8,2.2,1.2,12.7,18.4,0.6,1.1,1.8,0.3
12119440,PG,23,61,59,31.9,8.35,1.5,6.8999999999999995,3.8750000000000004,5.9,6.049999999999999,1.1,0.3,3.0,1.6,23.099999999999998,23.3,0.557,0.247,0.409,3.3,16.1,9.7,33.825,1.6,0.7,12.6,31.424999999999997,3.4,2.6,6.0,2.1500000000000004
11710528,SG,35,11,0,12.5,2.0,1.5,0.5,0.1,1.3,0.5,0.5,0.3,0.9,1.5,5.5,10.8,0.617,0.755,0.02,2.5,9.1,5.8,6.1,2.2,2.0,16.8,18.9,0.0,0.2,0.2,0.0
11500000,SG,31,63,9,21.1,3.2,1.5,1.7,0.4,2.4,1.5,0.6,0.2,0.7,1.5,8.3,10.2,0.544,0.555,0.073,1.8,11.2,6.5,10.2,1.3,0.7,8.2,16.8,0.5,1.2,1.6,0.0
11457217,PG,32,68,40,24.4,3.9,1.4,2.5,1.0,2.1,3.4,0.7,0.1,1.7,1.7,10.2,10.0,0.514,0.45,0.122,1.7,8.0,4.9,20.0,1.4,0.3,14.6,20.8,-0.6,1.2,0.6,-0.8
11400000,SF,27,73,73,30.3,5.4,2.0,3.4,1.6,3.3,2.6,0.9,0.2,1.4,3.3,14.3,9.4,0.494,0.443,0.155,2.2,9.5,5.8,11.7,1.4,0.7,8.9,21.8,-0.8,2.4,1.6,-1.1
11215260,C,29,42,1,8.3,1.3,0.1,1.2,0.4,1.9,0.2,0.1,0.3,0.3,1.2,3.1,12.9,0.668,0.09,0.213,9.6,16.6,13.1,3.5,0.4,2.8,12.6,13.7,0.6,0.3,0.8,-0.1
11080125,C,31,76,64,19.2,2.6,0.0,2.6,1.5,4.1,0.9,0.6,0.3,0.9,2.8,6.7,15.5,0.738,0.019,0.5935,11.8,13.3,12.5,6.9,1.6,1.6,15.9,12.6,3.8,1.3,5.1,0.3
11055120,PF,20,72,72,33.8,6.7,1.2,5.5,3.8750000000000004,6.9,3.7,0.8,0.5,2.8,2.2,20.0,14.9,0.529,0.254,0.476,3.9,19.3,11.6,17.2,1.2,1.5,12.8,27.5,-0.3,2.6,2.4,0.3
10900634,SG,22,73,73,33.9,7.0,1.7,5.3,3.8750000000000004,5.0,2.8,0.4,0.2,2.2,2.5,19.6,12.9,0.531,0.332,0.333,2.7,13.7,8.2,12.4,0.6,0.6,10.8,26.2,0.5,1.8,2.2,-0.7
10843350,PF,27,70,22,26.0,5.7,1.4,4.3,1.4,8.4,1.5,0.4,0.2,1.2,1.6,14.1,17.8,0.575,0.32,0.156,9.2,28.6,19.3,8.7,0.8,0.7,8.6,21.7,2.5,2.8,5.3,1.2
10733758,C,34,39,8,15.0,2.3,0.0,2.2,0.6,5.2,0.9,0.3,0.6,1.2,1.8,5.1,14.7,0.731,0.009,0.417,10.5,28.6,19.8,7.7,1.0,3.5,23.25,13.7,0.5,0.9,1.4,0.0
10733400,SG,21,79,79,36.0,8.35,2.7,6.3,3.8750000000000004,5.8,4.4,1.55,0.7,3.0,2.4,23.099999999999998,17.4,0.564,0.375,0.274,1.9,15.9,9.0,19.3,2.1,1.8,13.0,29.9,0.2,3.6,3.8,2.1
10714287,C,25,35,20,23.5,3.6,0.0,3.6,0.7,8.3,1.4,0.6,1.1,1.0,1.9,8.0,19.8,0.7389999999999999,0.006,0.241,14.0,24.5,19.3,8.5,1.3,4.824999999999999,15.3,11.8,2.3,1.6,3.8,1.1
10552800,PG,21,12,12,33.3,7.8,1.4,6.3,3.0,6.2,6.0,0.8,0.6,3.0,2.8,19.9,14.0,0.492,0.272,0.192,3.2,17.7,10.3,30.7,1.2,1.5,13.8,30.0,-0.4,0.2,-0.1,0.1
10300000,C,24,49,7,15.7,2.4,1.0,1.4,0.8,4.6,0.9,0.3,0.9,0.6,2.1,6.6,15.7,0.602,0.515,0.257,8.5,24.2,16.4,8.7,0.8,4.824999999999999,10.1,16.6,1.1,1.1,2.2,0.5
10260000,SG,22,65,20,20.2,4.0,0.9,3.1,1.9,3.2,3.8,0.6,0.4,1.9,1.7,10.7,13.7,0.508,0.331,0.274,3.4,13.7,8.6,27.4,1.5,1.9,15.5,25.9,-0.3,1.1,0.8,0.2
10183800,PF,32,18,3,18.9,2.5,1.3,1.2,0.6,3.8,1.5,0.7,0.3,0.4,1.5,6.9,14.6,0.624,0.585,0.128,5.4,15.3,10.6,10.6,1.7,1.4,6.6,13.2,0.7,0.5,1.2,0.3
10123457,C,25,76,76,28.6,4.3,0.0,4.3,2.2,8.4,1.0,0.4,1.1,1.5,2.9,10.8,16.7,0.661,0.004,0.463,12.3,26.5,19.5,5.1,0.7,4.0,15.9,14.8,3.8,2.9,6.7,0.6
10012800,SF,31,78,55,30.3,2.5,1.9,0.5,0.3,3.6,1.4,0.7,0.2,0.5,2.1,7.2,7.7,0.577,0.845,0.079,1.6,12.5,7.0,6.2,1.1,0.5,6.9,10.0,1.3,1.4,2.8,-0.4
10012800,SG,31,51,8,22.0,3.9,1.9,2.0,3.0,3.1,2.2,0.7,0.2,1.1,1.9,12.8,16.5,0.602,0.521,0.41,1.8,14.2,7.8,15.9,1.6,0.6,9.7,22.8,1.9,0.6,2.5,0.9
9835881,SF,25,67,67,31.7,5.7,1.5,4.2,2.6,4.2,1.4,0.5,0.3,1.2,3.0,15.4,11.5,0.563,0.348,0.252,2.3,12.4,7.3,6.0,0.8,0.7,8.2,19.7,1.4,1.2,2.5,-0.7
9603360,C,21,45,22,19.3,4.2,0.1,4.1,1.5,5.9,0.7,0.2,0.6,1.1,2.4,10.0,15.6,0.589,0.059,0.286,9.2,25.2,17.0,5.5,0.4,2.7,11.8,21.2,0.7,0.7,1.4,-0.3
9500000,SG,25,40,9,20.2,2.8,1.9,1.0,1.1,1.7,2.3,0.7,0.1,0.9,1.5,8.7,10.9,0.537,0.663,0.17,1.5,7.9,4.6,15.7,1.6,0.6,10.0,18.9,0.5,0.7,1.2,0.1
9472219,SG,24,77,0,22.3,4.6,1.9,2.8,2.4,2.6,3.9,0.6,0.3,1.9,1.6,13.5,16.6,0.587,0.5,0.26,2.1,11.3,6.7,25.0,1.4,1.0,14.1,25.8,2.1,1.2,3.2,1.0
9441840,SG,20,76,76,34.2,7.4,2.5,5.0,3.8750000000000004,3.7,3.7,0.8,0.2,2.6,1.7,22.1,14.5,0.538,0.408,0.341,1.8,10.3,6.0,17.3,1.1,0.7,11.3,28.1,1.4,0.5,1.8,0.0
9398148,C,27,72,71,26.5,5.4,0.0,5.4,1.7,8.4,2.7,0.9,1.1,1.7,2.7,12.5,21.0,0.635,0.002,0.325,13.0,25.5,19.0,15.2,1.7,4.0,15.0,18.2,3.7,2.2,6.0,1.9
9391069,C,28,17,4,11.5,0.8,0.1,0.7,0.5,2.7,0.6,0.9,0.6,0.8,1.9,2.1,7.9,0.424,0.056,0.333,5.6,21.0,13.1,6.7,2.75,4.5,23.25,12.0,-0.3,0.3,0.0,-0.1
9200000,SF,29,76,53,31.7,3.0,2.1,0.9,0.7,5.1,3.7,0.9,0.6,1.5,3.1,8.8,9.2,0.538,0.707,0.116,2.6,15.0,9.0,15.3,1.3,1.7,15.5,13.6,0.4,2.5,2.9,0.5
9125000,PG,27,62,61,27.3,4.0,1.3,2.7,1.0,3.4,5.3,0.7,0.2,1.0,1.2,10.3,15.0,0.579,0.396,0.15,1.8,11.6,6.9,26.4,1.2,0.6,9.9,15.6,3.1,1.1,4.2,1.1
9080417,C,32,79,60,26.0,4.2,0.0,4.2,2.5,8.4,3.1,0.6,0.6,1.5,2.7,10.8,19.6,0.689,0.0,0.5935,11.8,25.1,18.4,17.3,1.1,2.0,15.8,15.2,4.5,2.4,7.9,2.1500000000000004
9030000,PG,28,67,36,23.5,1.9,0.8,1.1,0.9,2.9,2.9,1.5,0.7,1.1,2.4,5.6,11.5,0.588,0.528,0.255,3.1,10.9,7.1,15.4,2.75,2.8,19.5,11.1,1.0,2.6,3.6,1.2
9000000,PF,31,37,5,25.1,2.1,1.1,1.0,0.7,3.6,1.4,0.3,0.8,0.7,2.3,5.9,8.7,0.592,0.663,0.225,3.7,13.3,8.4,7.5,0.6,2.9,12.7,10.3,0.7,0.6,1.3,0.0
8925000,SG,27,72,70,27.4,3.4,2.0,1.4,1.6,3.3,2.3,0.9,0.2,1.0,1.6,10.4,12.3,0.612,0.657,0.226,3.4,9.0,6.3,10.9,1.5,0.6,10.5,14.6,2.8,2.2,5.1,1.0
8920794,PG,23,69,69,35.5,7.6,2.4,5.1,3.8750000000000004,2.7,6.049999999999999,1.2,0.1,2.9,2.1,21.6,18.8,0.587,0.365,0.284,1.3,7.6,4.5,33.825,1.7,0.3,13.5,26.9,4.5,3.0,7.6,2.1500000000000004
8854879,C,24,82,8,19.8,2.1,0.1,2.0,0.6,6.5,1.2,0.6,0.8,0.8,2.6,5.0,14.2,0.567,0.113,0.217,14.1,22.2,18.1,8.3,1.6,3.7,15.6,11.2,2.2,2.4,4.6,0.7
8780488,PF,29,69,46,28.4,3.7,0.6,3.0,1.4,5.3,4.9,1.1,0.9,1.5,2.1,9.4,14.8,0.583,0.212,0.275,3.8,16.9,10.5,22.6,1.9,2.8,15.7,14.4,2.5,2.6,5.1,2.1500000000000004
8750000,SG,30,42,2,26.3,3.8,1.7,2.1,1.4,3.0,3.5,1.4,0.3,2.1,2.4,10.7,10.6,0.513,0.526,0.196,1.6,12.3,6.8,19.8,2.6,1.1,16.6,21.1,-0.9,1.5,0.6,0.0
8694369,C,30,7,1,15.6,3.0,0.3,2.7,0.7,3.1,1.3,0.3,0.9,0.4,1.0,7.0,14.2,0.497,0.25,0.273,7.1,15.2,11.2,12.2,0.9,4.7,5.7,20.1,0.0,0.1,0.1,0.0
8623920,PG,21,36,36,35.2,8.2,3.3,4.2,2.8,6.4,6.049999999999999,1.3,0.3,3.0,3.3,23.099999999999998,17.9,0.541,0.531,0.169,3.5,16.2,9.7,33.825,1.7,0.8,14.3,30.0,0.6,1.2,1.8,1.4
8496653,SG,32,61,7,19.9,3.4,1.5,1.9,0.8,1.6,1.6,0.6,0.1,0.8,1.6,9.2,12.3,0.593,0.517,0.122,1.2,7.9,4.6,11.9,1.5,0.5,9.7,19.2,0.9,0.9,1.8,0.0
8478720,PF,21,79,79,34.4,6.6,0.3,6.4,2.6,8.4,2.8,0.8,1.1,1.8,2.8,16.2,17.9,0.591,0.108,0.321,8.1,22.7,15.4,12.4,1.1,4.0,11.9,20.2,3.7,4.05,8.425,2.1500000000000004
8300000,SG,30,22,1,16.7,1.9,0.6,1.3,0.3,3.1,1.4,1.0,0.2,0.7,2.0,4.6,13.3,0.701,0.377,0.101,7.4,13.9,10.6,11.0,2.75,1.2,18.2,10.3,0.6,0.4,1.0,0.2
8283688,C,33,38,1,11.2,2.0,0.3,1.7,0.9,3.5,0.7,0.2,0.5,0.7,2.0,5.2,15.5,0.577,0.258,0.325,9.1,28.3,18.5,9.5,1.1,4.4,12.7,20.6,0.3,0.7,1.0,0.0
8250000,SG,24,77,58,27.9,3.6,2.0,1.6,0.9,4.1,2.6,1.55,0.5,1.3,2.5,10.1,12.7,0.566,0.619,0.134,3.9,13.1,8.6,12.9,2.75,1.8,12.9,16.4,1.1,3.1,4.2,1.6
8200000,PF,32,57,1,14.0,2.4,0.7,1.6,0.9,3.6,0.9,0.4,0.4,0.9,1.8,6.4,15.5,0.65,0.44,0.266,10.1,18.0,14.1,8.9,1.5,2.5,15.6,17.5,1.2,1.0,2.2,0.3
8008440,SF,22,80,78,29.8,4.4,2.6,1.9,0.8,4.6,1.2,0.8,0.5,0.8,2.0,12.2,12.3,0.597,0.641,0.104,4.3,13.4,8.9,5.5,1.2,1.5,6.8,15.8,2.6,1.7,4.3,0.8
8000000,C,26,82,70,23.9,3.0,0.0,3.0,1.1,8.4,2.5,0.6,0.6,0.5,2.7,7.0,17.8,0.639,0.003,0.404,14.6,26.8,21.125,13.8,1.3,2.2,9.1,10.6,4.5,2.8,8.425,2.0
8000000,PF,34,54,9,14.7,2.0,0.1,1.9,0.3,3.1,1.4,1.0,0.1,0.8,1.6,4.4,14.1,0.573,0.172,0.131,9.4,14.6,11.8,12.9,2.75,0.6,16.7,13.5,0.7,1.1,1.8,0.4
7804878,PG,30,50,14,24.4,2.8,0.8,1.9,1.0,3.6,3.9,1.55,0.3,0.9,1.2,7.4,16.3,0.581,0.409,0.206,5.5,10.7,8.2,20.9,2.75,1.2,12.2,12.9,2.1,1.6,3.7,1.7
7775400,PF,21,82,65,28.3,3.8,1.4,2.4,1.1,4.0,1.2,0.9,0.9,1.2,1.8,10.2,11.2,0.576,0.409,0.155,3.9,12.0,8.0,5.8,1.5,2.9,12.3,15.7,0.5,3.0,3.5,0.4
7644600,SF,21,77,76,34.8,6.0,0.8,5.2,2.5,6.6,4.8,1.1,0.8,2.0,2.2,15.3,15.5,0.524,0.22,0.242,7.1,15.2,10.8,20.0,1.5,2.2,12.0,20.3,2.3,2.7,5.0,1.6
7426088,SF,27,77,2,20.1,3.1,1.5,1.6,1.0,2.3,1.5,0.5,0.1,0.7,1.6,8.7,12.0,0.579,0.589,0.204,1.9,11.5,6.7,10.6,1.1,0.7,8.3,18.2,1.4,1.9,3.3,0.5
7413955,SG,22,74,2,23.4,3.6,1.7,1.8,0.8,2.9,2.8,0.7,0.1,1.0,1.6,9.7,12.5,0.572,0.579,0.118,1.1,12.6,6.9,16.3,1.5,0.3,10.6,17.9,1.2,1.9,3.1,0.5
7350000,C,25,63,26,22.9,4.5,0.9,3.6,1.7,6.4,2.9,0.6,0.8,2.0,3.2,11.6,16.4,0.599,0.268,0.259,8.5,22.5,15.2,18.0,1.2,2.8,17.4,21.2,1.2,1.0,2.2,0.6
7252200,SG,20,74,73,31.1,5.5,1.6,3.9,3.6,3.9,5.2,0.8,0.2,3.0,3.3,16.3,12.1,0.528,0.356,0.362,3.4,10.7,6.9,26.2,1.3,0.7,17.2,25.4,-0.9,0.8,0.0,-0.7
7100000,PF,28,54,4,22.1,3.3,1.4,1.9,1.2,2.4,1.6,0.5,0.3,1.3,2.3,9.1,10.0,0.597,0.512,0.203,1.4,10.8,6.2,9.6,1.1,1.1,14.3,17.3,0.3,1.0,1.3,-0.4
7065217,SF,27,31,7,21.8,3.5,0.4,3.1,1.6,3.8,2.7,0.7,0.2,1.5,3.4,9.1,12.2,0.546,0.201,0.301,6.6,12.6,9.6,18.2,1.5,1.0,15.3,18.8,0.4,0.3,0.7,-0.3
7040880,SF,22,76,46,21.7,2.3,0.8,1.5,1.0,2.5,1.1,0.7,0.4,0.6,2.1,6.4,10.7,0.614,0.483,0.291,3.7,9.6,6.7,7.0,1.7,1.7,9.5,11.9,1.9,2.3,4.2,0.7
7000000,SF,27,7,0,19.1,2.0,0.4,1.6,0.6,3.4,1.6,0.6,0.1,0.3,1.9,5.0,8.7,0.448,0.389,0.194,6.2,13.0,9.5,11.0,1.4,0.6,4.9,12.9,0.0,0.1,0.1,-0.1
6922320,SG,21,53,19,23.5,3.5,1.2,2.3,1.6,3.0,2.9,1.3,0.5,1.8,2.3,9.9,12.5,0.528,0.455,0.268,5.0,9.6,7.3,18.0,2.6,2.1,15.9,20.3,-0.2,1.5,1.4,0.3
6803012,C,22,47,2,13.0,1.8,0.1,1.8,1.2,2.8,0.7,0.4,0.4,0.7,1.4,5.0,13.7,0.605,0.186,0.532,7.3,17.3,12.3,7.7,1.6,3.0,13.9,15.7,0.6,0.9,1.5,0.1
6667500,C,30,20,0,8.1,1.0,0.1,0.9,0.2,1.3,0.4,0.3,0.3,0.4,1.2,2.2,9.4,0.629,0.063,0.156,5.2,12.8,8.7,5.8,1.5,3.0,19.0,11.1,0.1,0.2,0.2,-0.1
6586800,SG,20,78,17,28.5,5.3,1.3,4.0,3.8750000000000004,4.1,1.5,0.6,0.2,1.9,2.1,16.7,13.1,0.566,0.326,0.477,4.4,11.5,7.9,7.6,1.0,0.5,11.7,24.6,1.0,0.8,1.8,-1.0
6479000,SF,26,80,31,28.5,4.5,1.1,3.3,1.5,4.1,3.4,1.1,0.6,1.5,2.4,11.5,13.3,0.571,0.343,0.206,3.3,13.0,8.3,15.7,1.9,2.0,13.2,17.8,1.7,2.6,4.3,0.9
6479000,SF,27,71,49,29.3,3.6,1.2,2.4,1.3,4.8,1.6,1.0,0.4,1.1,2.0,9.6,11.4,0.571,0.431,0.206,4.8,15.0,9.7,8.2,1.7,1.5,11.5,14.4,1.2,2.5,3.7,0.4
6479000,SF,35,46,0,22.7,2.3,1.8,0.5,0.4,2.8,3.3,0.7,0.1,1.2,1.6,6.9,10.7,0.616,0.819,0.085,1.4,11.1,6.4,18.4,1.5,0.5,17.6,12.6,1.1,1.2,2.3,0.3
6395160,C,22,80,18,23.1,4.0,0.1,3.9,1.9,7.2,1.0,0.7,1.1,1.0,3.1,9.9,19.4,0.678,0.026,0.394,12.7,21.5,17.0,5.8,1.4,4.824999999999999,12.2,15.1,4.5,2.4,7.1,1.3
6287400,PF,20,76,76,31.1,7.1,1.0,6.1,1.4,7.9,6.049999999999999,0.8,0.4,2.8,1.9,16.6,17.1,0.533,0.209,0.13,6.6,20.9,13.6,29.9,1.1,1.2,15.1,24.6,1.3,2.7,4.0,1.9
6263188,PF,24,63,9,23.3,4.5,0.8,3.7,1.4,4.5,0.9,0.3,0.4,0.8,1.1,11.2,13.2,0.556,0.274,0.204,4.1,16.5,10.5,5.8,0.6,1.5,7.7,20.2,0.6,1.3,1.8,-0.1
6184500,PF,36,56,0,14.6,1.9,0.6,1.4,0.8,2.9,1.0,0.3,0.3,0.7,1.2,5.2,9.0,0.475,0.453,0.171,4.4,17.0,10.8,9.4,1.1,1.9,10.7,17.7,-0.4,0.7,0.3,-0.4
6025000,PG,27,81,39,22.3,3.0,1.8,1.2,0.4,2.5,2.4,0.8,0.4,1.0,2.0,8.0,10.9,0.56,0.596,0.067,2.1,9.3,5.8,14.5,1.7,1.3,11.8,15.3,1.2,2.3,3.5,0.6
6012960,SG,19,80,15,22.2,3.8,1.3,2.6,0.9,3.0,1.2,0.5,0.3,1.0,1.7,9.9,11.5,0.568,0.437,0.162,4.0,11.3,7.6,7.9,1.0,1.2,10.7,19.0,0.6,0.6,1.2,-0.6
