Salary,Position,Age,GP,GS,MP,FG,3P,2P,FT,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,VORP
6000000,PG,28,48,15,20.2,3.9,1.4,2.5,1.0,2.2,4.5,0.7,0.2,1.7,1.8,10.3,13.2,0.512,0.408,0.141,1.3,11.0,6.1,32.6,1.7,0.7,14.4,24.8,0.0,1.0,1.1,0.2
5987975,SF,33,46,2,15.3,1.7,1.0,0.7,0.1,1.2,0.9,0.4,0.4,0.5,1.5,4.5,6.6,0.494,0.701,0.039,0.8,8.1,4.4,7.5,1.3,2.3,9.6,14.1,-0.4,0.5,0.1,-0.3
5954454,SF,23,40,20,24.8,3.5,1.1,2.4,1.6,2.2,1.4,1.0,0.4,1.2,1.8,9.7,10.6,0.561,0.462,0.24,2.0,8.1,5.0,8.1,1.9,1.3,12.0,17.1,0.3,0.7,0.9,-0.4
5887899,PF,26,42,41,28.5,5.3,2.5,2.9,2.4,4.4,1.9,1.2,0.3,0.9,2.0,15.5,17.1,0.617,0.538,0.253,3.2,14.0,8.6,9.6,2.0,1.0,6.6,20.6,2.1,1.4,3.5,1.4
5853659,PG,32,33,2,17.2,1.8,0.6,1.2,0.8,2.1,3.5,0.8,0.2,0.9,1.5,5.2,10.4,0.442,0.461,0.197,1.9,12.7,7.3,27.1,2.3,1.0,13.8,17.7,-0.2,0.9,0.7,-0.1
5837760,PG,21,76,56,28.3,4.0,1.1,3.0,1.2,2.9,6.049999999999999,1.4,0.4,2.3,2.9,10.3,10.2,0.455,0.351,0.137,1.4,10.2,5.7,32.3,2.3,1.1,16.7,20.5,-1.9,1.4,-0.5,-1.0
5739840,PF,20,67,16,20.8,3.9,0.8,3.1,1.3,3.4,1.9,0.6,0.5,1.4,2.3,9.9,13.3,0.597,0.294,0.278,5.6,12.5,9.1,12.7,1.4,2.0,14.6,19.6,1.0,1.4,2.4,0.1
5728393,SF,30,61,33,23.7,2.7,1.8,0.9,0.4,4.6,1.3,0.6,0.2,0.5,1.1,7.6,10.0,0.531,0.765,0.097,3.8,16.2,10.2,6.9,1.2,0.6,7.0,13.8,0.7,1.8,2.5,0.3
5722116,SG,23,67,67,34.9,7.3,3.0,4.2,2.5,5.4,4.2,0.8,0.2,2.4,1.5,20.1,15.3,0.566,0.484,0.164,1.3,17.3,9.0,19.9,1.1,0.7,11.7,25.6,1.1,2.4,3.5,1.6
5634257,SG,23,43,21,19.6,2.8,0.4,2.4,0.9,2.7,1.2,0.6,0.3,0.7,1.6,6.9,10.4,0.524,0.236,0.216,7.1,7.7,7.4,7.9,1.3,1.3,9.6,15.4,0.3,0.2,0.5,-0.5
5508600,PG,19,59,11,17.7,1.5,0.5,1.0,0.4,3.2,2.3,0.7,0.2,1.0,1.7,3.8,8.8,0.503,0.413,0.192,3.9,16.5,10.2,16.4,2.0,1.0,20.2,11.6,-0.1,1.4,1.3,0.0
5461219,C,35,42,7,8.5,1.9,0.0,1.9,0.6,2.5,0.3,0.1,0.6,0.9,1.3,4.4,17.2,0.65,0.04,0.328,9.7,25.5,17.5,5.2,0.6,4.824999999999999,20.1,22.8,0.1,0.5,0.6,-0.1
5377520,C,23,38,1,12.0,1.8,0.2,1.7,0.6,3.6,1.0,0.4,0.7,0.6,1.7,4.4,17.1,0.582,0.208,0.336,14.6,18.7,16.8,12.1,1.7,4.824999999999999,13.3,15.4,0.8,0.6,1.3,0.3
5348280,PF,24,67,5,15.7,2.8,1.3,1.5,0.6,2.8,1.0,0.3,0.2,0.6,1.0,7.4,13.6,0.565,0.589,0.112,3.0,16.6,9.8,9.2,1.1,1.1,8.0,19.5,1.1,1.0,2.1,0.4
5258280,SF,21,80,80,32.6,6.8,1.6,5.2,3.4,4.1,3.5,1.0,0.2,2.1,2.3,18.6,15.9,0.589,0.322,0.288,3.0,11.2,7.1,17.2,1.4,0.6,11.7,23.5,3.1,2.3,5.4,1.3
5250000,SG,27,70,2,13.8,2.7,1.1,1.6,0.5,1.6,1.3,0.4,0.1,0.9,0.9,7.1,11.1,0.53,0.496,0.091,1.8,10.3,6.2,13.8,1.4,0.6,12.4,23.7,-0.6,0.8,0.2,-0.4
5200000,SF,24,56,0,17.8,3.8,0.1,3.8,1.6,3.5,1.0,0.9,0.3,1.3,2.2,9.3,15.7,0.593,0.056,0.395,6.2,15.7,10.8,9.2,2.6,1.4,13.9,21.8,0.4,0.9,1.3,0.1
5155500,PG,31,62,2,19.8,2.4,1.1,1.3,0.9,1.7,3.5,0.5,0.1,0.9,1.4,6.9,12.1,0.558,0.513,0.205,1.8,7.9,4.8,25.4,1.3,0.6,12.8,15.2,1.5,0.3,1.8,0.2
5155500,SG,36,25,0,6.5,0.7,0.4,0.3,0.1,0.7,0.5,0.4,0.1,0.2,0.6,2.0,10.5,0.535,0.578,0.089,3.5,8.4,5.9,10.6,2.7,1.2,7.9,13.4,0.1,0.2,0.3,0.0
5121951,PF,32,79,60,24.7,2.9,1.3,1.6,0.4,5.4,1.5,0.6,0.8,0.9,2.3,7.4,11.6,0.566,0.506,0.09,8.1,16.3,12.1,7.9,1.3,2.9,12.3,13.0,1.5,2.5,4.0,0.7
5063520,PF,19,56,53,26.0,4.5,0.6,3.9,1.4,5.3,2.5,0.8,0.4,1.7,2.5,11.0,11.4,0.509,0.243,0.21,6.9,15.6,11.0,13.6,1.4,1.3,13.9,19.8,-0.5,0.7,0.2,-0.7
5009633,SG,24,59,3,15.0,2.2,1.0,1.2,0.7,1.7,1.8,0.5,0.4,0.9,1.5,6.2,11.6,0.565,0.539,0.203,1.9,10.5,6.3,16.7,1.7,2.0,14.6,17.9,0.3,0.8,1.1,0.2
5000000,SG,25,37,0,9.5,1.3,0.5,0.8,0.7,1.1,0.6,0.3,0.1,0.6,0.5,3.8,9.3,0.552,0.414,0.324,2.0,11.8,7.0,8.8,1.4,0.8,15.9,19.1,-0.2,0.3,0.1,-0.2
4916160,SF,22,76,40,26.6,3.3,0.9,2.4,1.6,6.4,2.8,0.9,0.4,1.6,2.8,9.2,11.2,0.535,0.401,0.285,4.2,21.9,13.4,13.9,1.6,1.2,15.9,16.7,0.0,2.3,2.3,-0.1
4833600,PG,24,80,9,18.1,2.3,0.8,1.5,0.3,1.3,2.3,0.6,0.2,0.8,1.4,5.6,9.4,0.545,0.494,0.078,1.3,7.0,4.1,16.5,1.5,0.9,13.1,14.1,0.7,0.8,1.5,-0.3
4810320,SG,20,28,5,15.1,2.4,0.6,1.8,0.5,2.3,1.0,0.4,0.3,0.6,1.7,5.8,7.2,0.446,0.409,0.158,2.7,13.9,8.5,9.2,1.2,1.6,8.5,20.5,-0.6,0.3,-0.3,-0.6
4728948,SG,25,45,2,18.1,2.6,0.8,1.8,0.8,1.7,3.0,0.5,0.1,0.7,1.4,6.9,12.8,0.594,0.372,0.169,1.0,9.4,5.3,22.1,1.3,0.5,10.3,14.9,1.4,0.7,2.1,0.3
4670160,C,22,68,31,18.8,3.6,0.8,2.8,1.5,5.8,1.0,0.3,0.9,1.1,2.3,9.4,15.9,0.565,0.376,0.27,11.2,22.9,17.1,7.6,0.8,4.0,11.2,21.0,1.1,1.1,2.3,0.0
4591680,SF,21,37,4,15.2,2.3,0.7,1.6,0.5,2.1,0.9,0.4,0.2,1.0,1.6,5.7,7.4,0.511,0.495,0.112,3.0,11.9,7.5,8.2,1.2,1.0,15.2,18.0,-0.5,0.6,0.1,-0.5
4569840,PF,19,39,1,14.6,1.9,0.7,1.3,0.4,2.7,1.2,0.4,0.2,0.7,1.1,4.9,9.3,0.505,0.541,0.127,3.5,16.5,9.9,10.7,1.2,1.1,12.0,15.9,-0.1,0.6,0.4,-0.2
4500000,PF,36,56,4,19.5,2.9,0.5,2.3,1.6,2.6,1.2,0.3,0.3,0.8,1.8,7.8,11.0,0.576,0.317,0.357,4.1,10.9,7.6,8.3,0.8,1.4,10.8,17.0,0.8,0.8,1.7,-0.4
4500000,SG,26,72,36,26.3,3.3,2.1,1.2,0.8,4.5,3.5,1.3,0.1,1.6,1.8,9.4,12.8,0.593,0.7,0.131,4.7,14.0,9.4,17.3,2.4,0.5,16.4,15.1,1.9,2.3,4.2,1.3
4437000,SG,22,38,32,31.0,6.9,2.7,4.2,2.1,3.9,3.6,1.1,0.4,1.5,1.5,18.5,15.5,0.55,0.447,0.168,0.7,13.5,6.9,17.3,1.7,1.2,8.2,24.4,0.7,0.5,1.2,0.7
4379526,SF,25,71,28,16.9,1.5,0.8,0.8,0.3,2.0,0.7,1.2,0.5,0.3,1.6,4.1,10.5,0.552,0.585,0.111,3.9,9.7,6.8,5.9,2.75,2.4,8.3,10.6,0.6,1.5,2.1,0.4
4374000,PF,23,78,65,24.1,3.2,0.4,2.8,1.2,7.5,2.4,1.1,0.3,1.2,2.4,7.9,15.1,0.604,0.2,0.308,10.0,23.2,16.7,13.1,2.1,0.9,15.9,13.6,2.7,2.5,5.2,1.5
4362240,SG,22,34,0,15.1,2.0,1.0,1.1,0.6,2.1,1.2,0.4,0.1,0.9,1.4,5.6,6.2,0.463,0.565,0.155,1.6,13.5,7.5,11.1,1.3,0.8,13.4,19.5,-0.8,0.4,-0.4,-0.6
4343919,PF,26,56,8,19.5,4.1,0.0,4.1,1.8,5.5,1.3,0.6,0.7,1.0,2.3,10.0,20.0,0.682,0.017,0.393,9.0,21.2,15.1,9.5,1.5,3.1,11.8,17.7,2.7,1.8,4.5,1.3
4341480,SG,21,75,62,30.3,5.5,1.0,4.5,2.1,4.5,3.3,1.4,0.5,1.6,2.5,14.1,15.6,0.601,0.258,0.241,3.9,12.2,7.9,15.4,2.1,1.4,12.3,18.4,3.0,2.6,5.6,1.3
4306281,PF,24,79,23,25.9,2.7,1.5,1.3,1.2,4.6,1.7,0.5,0.4,1.0,2.4,8.1,10.3,0.605,0.611,0.256,4.7,14.5,9.7,8.4,1.0,1.3,13.4,13.1,1.9,2.6,4.4,0.5
4264628,C,22,43,1,14.3,1.9,0.5,1.5,0.9,3.2,0.9,0.5,0.8,0.6,1.0,5.2,13.1,0.524,0.29,0.383,5.8,18.5,12.1,8.3,1.7,4.824999999999999,11.2,16.4,0.1,0.9,1.0,0.2
4215120,PG,22,56,56,33.6,7.4,2.9,4.5,3.1,3.7,6.049999999999999,1.55,0.4,2.5,1.2,20.7,23.6,0.624,0.478,0.239,1.9,10.1,6.0,33.825,2.3,1.1,13.2,23.8,4.5,1.2,7.6,2.1500000000000004
4171548,SF,22,54,4,18.1,2.5,1.1,1.4,0.6,2.6,0.9,0.4,0.4,0.7,1.2,6.6,10.2,0.555,0.521,0.152,3.2,13.5,8.3,7.3,1.0,1.8,10.0,16.0,0.2,0.4,0.7,-0.3
4124280,C,19,67,31,24.9,3.9,0.0,3.9,1.4,8.4,1.1,0.7,0.9,1.4,2.7,9.1,17.3,0.655,0.005,0.394,14.6,25.1,19.7,6.8,1.3,3.1,16.5,14.3,2.9,1.6,4.5,0.5
4105236,C,33,31,1,11.5,1.5,0.7,0.8,0.3,3.5,1.7,0.1,0.5,1.0,1.8,3.9,9.9,0.493,0.641,0.111,7.9,25.4,16.3,19.4,0.5,3.2,20.7,17.9,-0.2,0.2,0.0,-0.2
4097561,PF,26,29,11,26.8,2.8,0.5,2.3,0.7,5.0,3.4,1.0,0.4,1.5,3.1,6.8,9.3,0.466,0.227,0.141,7.2,14.3,10.7,17.2,1.9,1.3,17.0,14.2,-0.1,0.5,0.4,-0.2
4037277,SF,26,3,0,3.3,0.7,0.3,0.3,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.7,19.0,0.7389999999999999,0.667,0.0,0.0,0.0,0.0,15.2,2.75,0.0,23.25,17.9,0.0,0.0,0.0,0.0
4022164,SF,26,30,0,15.6,2.2,0.6,1.6,0.9,3.2,2.2,0.5,0.2,1.1,1.6,5.8,13.5,0.625,0.328,0.32,4.9,17.7,11.1,19.0,1.6,1.1,19.2,15.2,0.5,0.3,0.7,0.1
4000000,PG,36,46,1,18.1,1.7,0.7,1.0,0.9,1.8,2.4,0.6,0.1,0.7,1.2,5.0,10.6,0.61,0.572,0.331,2.0,8.6,5.4,16.7,1.5,0.6,15.2,11.3,1.1,0.8,1.9,0.1
4000000,SG,25,64,5,13.1,2.4,1.4,1.0,0.5,2.2,1.0,0.7,0.2,0.8,1.6,6.7,12.9,0.563,0.668,0.118,2.7,16.1,9.4,11.1,2.4,1.2,12.2,22.2,0.0,0.9,0.9,0.1
3936960,SF,25,46,12,19.5,2.7,1.2,1.5,1.3,2.5,1.4,0.5,0.2,0.9,1.4,7.9,8.6,0.496,0.523,0.216,2.4,11.9,7.1,9.7,1.3,0.9,10.1,19.0,-0.5,0.4,0.0,-0.6
3918600,C,29,26,2,6.2,0.6,0.0,0.6,0.4,2.3,0.5,0.2,0.4,0.6,1.1,1.7,12.8,0.58,0.067,0.533,14.6,25.4,21.125,9.3,1.2,4.824999999999999,23.25,14.1,0.1,0.2,0.3,-0.1
3918360,SG,22,59,22,20.5,2.8,1.4,1.4,0.9,2.1,1.1,0.3,0.3,0.7,1.7,7.9,9.5,0.561,0.591,0.179,3.9,6.9,5.4,7.5,0.6,1.0,9.0,15.8,0.9,0.4,1.3,-0.3
3901399,PG,23,82,43,30.0,6.7,2.6,4.1,3.8750000000000004,2.7,4.5,0.8,0.3,3.0,2.6,20.4,14.6,0.573,0.498,0.325,1.5,8.5,5.0,22.5,1.2,0.8,14.7,29.2,1.4,1.9,3.2,0.1
3873024,SF,23,63,63,32.7,8.0,2.1,5.9,3.8750000000000004,5.0,2.9,0.7,0.2,2.1,2.0,22.0,15.3,0.551,0.366,0.294,2.9,14.4,8.4,13.7,1.1,0.4,9.6,27.9,0.7,0.5,1.3,0.1
3841067,PF,35,18,1,9.0,1.2,0.2,1.1,0.2,1.7,0.8,0.4,0.3,0.4,1.8,2.8,8.4,0.486,0.306,0.163,2.7,17.8,10.3,12.6,2.1,3.2,13.2,15.7,-0.1,0.2,0.1,-0.1
3804360,SF,23,73,60,24.9,3.5,1.6,1.9,1.6,3.8,1.3,0.8,0.5,1.0,3.2,10.1,10.5,0.566,0.532,0.241,3.8,13.1,8.5,7.4,1.4,1.6,10.3,16.8,0.9,1.1,2.0,-0.4
3740160,SG,20,63,3,13.0,1.7,0.8,0.9,0.6,1.7,0.8,0.3,0.1,0.5,0.9,4.8,10.3,0.603,0.595,0.233,3.8,10.2,7.1,8.2,1.0,0.8,12.0,14.6,0.7,0.6,1.3,-0.1
3722040,C,21,43,17,19.3,3.7,0.0,3.7,1.6,7.1,0.4,0.7,1.0,0.9,2.2,9.0,19.8,0.659,0.0,0.386,11.7,27.7,19.6,3.3,1.6,4.7,12.0,17.0,1.5,1.3,2.8,0.4
3613680,PG,22,60,4,25.9,4.6,1.3,3.4,2.5,4.8,3.9,0.6,0.5,1.5,2.6,13.0,16.0,0.57,0.338,0.279,3.4,17.6,10.5,22.9,1.2,1.9,11.7,21.5,2.1,1.7,3.7,1.3
3552840,SF,23,74,45,28.3,3.9,2.2,1.7,1.0,2.8,1.2,0.4,0.1,0.7,1.3,11.1,11.5,0.657,0.656,0.15,1.8,8.9,5.5,5.7,0.7,0.4,8.1,14.1,2.9,0.9,3.8,0.2
3536160,SF,19,72,12,19.5,3.4,1.4,2.0,0.6,2.1,1.0,0.6,0.2,0.6,1.2,8.9,12.6,0.577,0.486,0.088,2.9,9.2,6.0,7.0,1.4,0.7,7.1,17.9,1.3,0.9,2.2,0.4
3500000,C,31,63,9,15.0,2.1,1.3,0.8,0.6,3.2,0.8,0.2,0.4,0.4,1.6,6.1,13.0,0.608,0.709,0.178,4.2,19.1,11.6,7.1,0.8,2.3,6.8,15.1,1.4,1.1,2.5,0.4
3465000,PF,29,78,1,19.4,2.8,2.0,0.9,0.5,2.4,1.0,0.4,0.2,0.7,1.9,8.2,10.9,0.61,0.765,0.09,1.5,12.8,7.2,7.3,1.0,0.9,9.4,17.0,1.1,1.4,2.5,0.2
3433320,C,21,50,47,28.3,3.9,1.3,2.6,2.2,8.1,1.4,0.4,0.7,1.4,2.7,11.3,13.1,0.56,0.465,0.338,8.7,23.3,15.8,7.3,0.7,2.1,11.8,17.3,1.1,0.9,2.0,0.0
3433320,SF,24,27,8,19.2,1.6,1.0,0.6,0.6,3.6,1.4,0.7,0.4,0.6,1.5,4.7,9.1,0.488,0.705,0.172,5.7,15.3,10.5,9.4,1.8,2.1,11.5,12.3,0.0,0.6,0.7,0.1
3395062,SF,25,50,9,12.5,1.1,0.2,0.9,1.0,1.1,1.1,0.1,0.1,0.4,1.0,3.4,7.0,0.498,0.276,0.434,3.1,6.4,4.7,11.2,0.5,0.7,10.8,13.5,0.1,0.3,0.4,-0.5
3359160,PF,21,82,5,21.5,3.6,0.7,2.9,1.3,6.0,1.1,1.2,0.6,1.2,2.3,9.3,15.2,0.525,0.261,0.22,12.0,18.9,15.4,7.4,2.6,2.6,12.2,19.3,0.9,1.7,2.6,0.1
3261480,PF,21,34,25,20.6,3.2,1.1,2.1,0.6,4.7,1.9,0.6,1.1,1.3,1.7,8.1,13.4,0.522,0.418,0.141,6.8,17.8,12.2,12.4,1.4,4.824999999999999,14.0,18.3,0.0,1.0,1.0,0.3
3205128,SF,27,52,6,14.7,2.2,1.2,1.0,0.7,1.7,0.8,0.3,0.2,0.8,1.2,6.3,8.0,0.495,0.612,0.141,4.4,7.7,6.1,7.5,0.9,0.9,10.5,20.2,-0.4,0.3,-0.1,-0.6
3200000,C,29,67,0,12.7,2.5,0.0,2.5,1.0,6.6,0.5,0.7,0.4,1.1,1.7,6.0,20.8,0.606,0.011,0.456,14.6,29.825000000000003,21.125,5.7,2.6,3.1,18.6,21.0,0.8,2.0,2.8,0.3
3191400,SG,20,38,0,5.6,0.8,0.2,0.7,0.4,1.0,0.6,0.3,0.1,0.2,0.6,2.2,14.1,0.523,0.375,0.292,6.5,13.0,9.8,14.1,2.5,2.3,9.0,18.4,0.1,0.3,0.5,0.1
3122602,SF,27,4,0,6.0,0.0,0.0,0.0,0.0,2.0,0.5,0.8,0.0,0.0,1.0,0.0,7.0,0.3950000000000001,0.5,0.0,13.9,21.6,17.8,9.4,2.75,0.0,1.25,7.0,0.0,0.1,0.0,0.0
3098400,SG,22,60,21,25.7,3.4,1.1,2.3,1.1,3.0,1.7,0.7,0.1,1.2,2.6,9.1,11.2,0.645,0.442,0.246,4.1,9.7,6.9,9.7,1.4,0.3,14.5,14.6,1.7,0.9,2.6,-0.2
3047640,PF,21,35,0,11.8,1.1,0.7,0.4,0.2,1.8,0.6,0.3,0.1,0.5,1.4,3.0,6.7,0.531,0.747,0.095,4.9,11.3,8.1,6.2,1.4,0.9,15.4,11.7,0.0,0.5,0.5,-0.2
3046200,PG,21,67,5,17.7,2.9,1.2,1.7,0.6,2.3,1.8,0.6,0.2,0.9,1.5,7.7,10.0,0.492,0.513,0.11,2.4,11.8,7.0,14.0,1.6,0.9,10.6,20.7,-0.6,1.1,0.5,-0.6
3000000,SF,23,63,5,15.1,2.4,1.0,1.4,0.7,2.8,0.5,0.4,0.2,0.8,1.5,6.6,11.1,0.579,0.56,0.181,3.9,17.3,10.5,5.2,1.2,1.1,12.2,18.4,0.2,0.5,0.7,-0.4
2959080,SF,23,77,37,27.6,4.6,2.0,2.6,2.7,4.7,1.5,0.9,0.2,0.9,1.6,13.8,14.6,0.564,0.5,0.285,5.0,14.0,9.4,8.1,1.6,0.5,7.0,20.2,2.6,1.2,3.9,0.9
2925600,SG,19,66,32,23.5,4.1,1.2,2.9,0.9,2.7,1.9,0.5,0.1,1.2,1.7,10.2,9.5,0.524,0.417,0.115,1.9,11.2,6.4,11.4,1.0,0.4,10.6,19.1,-0.4,0.2,-0.1,-1.3
2909261,SF,23,9,0,5.6,0.3,0.3,0.0,0.0,0.4,0.3,0.0,0.0,0.1,0.3,1.0,0.7249999999999961,0.3950000000000001,0.857,0.0,0.0,9.8,4.5,7.4,0.0,0.0,6.7,12.8,-0.1,0.0,-0.1,-0.1
2909040,C,22,46,0,12.0,1.5,0.1,1.4,0.4,2.7,0.3,0.4,0.7,0.7,1.4,3.4,10.8,0.597,0.158,0.217,7.0,17.0,11.9,3.7,1.5,4.7,19.1,12.4,0.0,0.7,0.7,-0.3
2905851,C,33,41,16,13.9,1.5,0.6,1.0,0.5,3.8,1.5,0.3,0.2,0.5,1.8,4.1,13.1,0.59,0.508,0.246,9.2,20.4,14.9,14.2,1.2,1.4,13.2,12.7,1.0,0.8,1.8,0.3
2905851,C,34,37,2,8.1,1.3,0.1,1.2,0.4,1.4,0.5,0.1,0.2,0.7,1.2,3.0,11.6,0.675,0.053,0.24,9.1,11.0,10.0,9.1,0.3,2.5,23.2,16.1,0.2,0.3,0.6,-0.1
2905851,PF,33,35,2,10.1,1.3,0.8,0.5,0.3,2.0,0.9,0.3,0.1,0.5,1.4,3.8,10.4,0.553,0.617,0.087,4.2,18.2,11.3,12.2,1.2,1.2,13.1,17.2,0.1,0.4,0.4,-0.1
2905851,PF,38,8,0,14.1,0.9,0.1,0.8,0.3,2.1,2.4,0.5,0.4,1.1,1.4,2.1,7.3,0.521,0.6,0.2,3.0,13.4,8.3,20.3,1.7,2.3,23.25,9.4,0.0,0.1,0.1,0.0
2905851,C,33,16,0,11.6,1.6,0.4,1.3,0.5,2.8,0.3,0.1,0.4,0.7,1.4,4.1,9.8,0.553,0.333,0.241,8.8,15.7,12.4,2.9,0.5,3.1,15.6,16.1,0.0,0.2,0.2,-0.1
2905851,C,38,7,1,10.1,1.4,0.4,1.0,0.6,1.6,0.0,0.1,0.3,0.1,1.6,3.9,6.2,0.433,0.31,0.172,6.4,12.0,9.1,0.0,0.7,2.9,3.1,20.1,-0.1,0.1,0.0,-0.2
2905851,SF,36,52,0,15.8,1.1,0.8,0.4,0.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4,7.0,0.519,0.775,0.175,4.5,9.7,7.2,5.1,1.2,1.3,9.5,9.8,0.3,0.9,1.2,-0.1
2905851,SG,30,52,10,19.5,1.8,0.8,0.9,0.6,1.6,1.4,0.5,0.1,0.4,1.5,4.9,7.4,0.564,0.589,0.187,0.6,8.4,4.6,9.3,1.3,0.3,9.2,10.5,0.5,0.8,1.3,-0.2
2905851,C,30,61,14,14.3,2.0,0.0,2.0,0.4,4.3,0.9,0.3,1.1,0.8,1.9,4.3,14.4,0.555,0.0,0.34,11.0,22.1,16.5,8.7,1.0,4.824999999999999,17.7,14.0,0.2,1.6,1.9,0.2
2905851,C,37,49,2,9.8,1.3,0.2,1.2,0.6,1.9,0.7,0.3,0.2,0.5,1.7,3.4,11.4,0.585,0.192,0.336,7.7,13.6,10.8,9.6,1.5,2.1,15.3,15.3,0.4,0.5,0.8,-0.1
2840160,C,23,55,12,20.7,3.6,0.5,3.0,1.6,6.0,0.9,0.6,0.5,1.1,1.9,9.2,15.2,0.554,0.267,0.307,9.3,24.4,16.3,6.3,1.3,2.6,11.4,19.4,0.8,1.4,2.2,-0.1
2808600,SG,21,76,6,15.5,1.9,0.4,1.4,0.5,2.4,0.8,0.5,0.2,0.5,1.3,4.7,10.3,0.568,0.332,0.221,4.8,12.6,8.8,6.4,1.7,1.3,9.9,13.0,0.7,1.2,1.9,-0.1
2800000,SF,24,62,14,19.2,3.1,1.4,1.7,1.1,3.7,1.4,0.4,0.2,1.1,1.2,8.7,12.2,0.561,0.474,0.193,4.7,15.8,10.4,10.5,1.0,1.0,12.0,19.4,0.5,1.0,1.5,0.0
2792640,SF,21,70,6,14.9,2.3,0.4,1.8,0.7,4.0,1.2,0.5,0.5,0.6,1.6,5.6,14.1,0.554,0.323,0.242,5.3,24.6,14.8,10.4,1.7,2.8,10.3,16.0,0.8,1.3,2.1,0.6
2726880,SG,22,60,41,33.6,7.3,2.7,4.7,3.0,2.9,3.5,0.8,0.1,1.3,2.2,20.3,17.0,0.605,0.404,0.233,1.4,8.8,5.2,16.9,1.2,0.4,7.4,24.1,3.7,1.6,5.4,1.3
2717391,C,24,39,4,10.4,1.5,0.0,1.5,0.9,3.5,0.8,0.2,0.9,0.6,1.9,3.9,16.6,0.571,0.036,0.446,14.5,22.8,18.6,10.8,0.7,4.824999999999999,15.7,16.3,0.5,0.4,0.9,0.0
2696400,C,21,74,40,23.0,4.0,0.0,4.0,1.1,8.4,0.9,0.4,1.1,0.8,2.3,9.2,21.5,0.702,0.007,0.384,14.6,24.4,19.7,5.7,0.7,4.824999999999999,10.7,13.3,4.5,2.5,7.1,2.1
